A01,許智峯,951*,,,
A02,張翼雄,1432*,,,
A03,鄭麗琼,1291*,,,
A04,陳浩濂,1505*,,,
A05,陳捷貴,2169*,,,
A06,陳學鋒,1721*,,,
A07,葉國謙,2723*,,,
A08,張國鈞,1655*,,,
A09,林懷榮,1968*,,,
A10,陳財喜,1871*,,,
A11,盧懿杏,1875*,,,
A12,甘乃威,1450*,,,
A13,蕭嘉怡,1168*,,,
A14,李志恒,1739*,,,
A15,黃堅成,1353*,,,
B01,鄭其建,1625*,,,
B02,鄭琴淵,1552*,,,
B04,伍婉婷,1350*,,,
B05,黃楚峰,1266*,,,
B06,黎大偉,992*,,,
B07,"白韻琹 (白姐姐)",1262*,,,
B08,吳錦津,1422*,,,
B09,黃宏泰,1068*,,,
B10,李碧儀,1604*,,,
B11,李均頤,1765*,,,
C01,趙家賢,2529*,,,
C02,謝子祺,2270*,,,
C03,傅元章,1932*,,,
C05,勞鍱珍,1260*,,,
C06,杜本文,1692*,,,
C07,何毅淦,2577*,,,
C08,關瑞龍,2336*,,,
C09,黃健興,3620*,,,
C11,梁國鴻,2140*,,,
C13,黎志強,2309*,,,
C16,李文龍,1995*,,,
C19,許清安,2160*,,,
C23,李汝大,1750*,,,
C26,梁淑楨,1841*,,,
C27,陳啟遠,2050*,,,
C28,梁兆新,1350*,,,
C29,許林慶,1775*,,,
C30,江澤濠,1826*,,,
C31,許嘉灝,1370*,,,
C33,劉慶揚,2539*,,,
C34,李進秋,1916*,,,
C35,李鎮強,1355*,,,
C37,林翠蓮,1925*,,,
D03,張錫容,1527*,,,
D04,區諾軒,2148*,,,
D05,羅健熙,2346*,,,
D06,林啟暉,2275*,,,
D07,馮煒光,1906*,,,
D08,麥謝巧玲,2611*,,,
D09,歐立成,1723*,,,
D10,柴文瀚,2234*,,,
D11,司馬文,1445*,,,
D14,朱立威,3001*,,,
D15,徐遠華,2344*,,,
D16,馮仕耕,970*,,,
D17,"李佩英 (陳李佩英)",1689*,,,
E01,孔昭華,878*,,,
E02,葉傲冬,1504*,,,
E03,陳少棠,2063*,,,
E04,楊子熙,2242*,,,
E05,鍾港武,2401*,,,
E06,許德亮,2273*,,,
E08,涂謹申,1012*,,,
